augustus_masked-ptg000011l-processed-gene-8.48	6
augustus_masked-ptg000025l-processed-gene-5.22	1
augustus_masked-ptg000067l-processed-gene-3.69	17
augustus_masked-ptg000084l-processed-gene-4.62	13
augustus_masked-ptg000089l-processed-gene-1.49	1
augustus_masked-ptg000119l-processed-gene-14.7	0
augustus_masked-ptg000162l-processed-gene-7.0	35
augustus_masked-ptg000318l-processed-gene-0.11	0
augustus_masked-ptg000326l-processed-gene-1.0	1
augustus_masked-ptg000328l-processed-gene-3.47	8
augustus_masked-ptg000366l-processed-gene-1.19	9
augustus_masked-ptg000395l-processed-gene-5.13	13
augustus_masked-ptg000446l-processed-gene-6.124	0
augustus_masked-ptg000555l-processed-gene-21.105	4
augustus_masked-ptg000612l-processed-gene-2.119	2
augustus_masked-ptg000627l-processed-gene-0.25	45
augustus_masked-ptg000635l-processed-gene-0.19	4
augustus_masked-ptg000679l-processed-gene-0.1	15
augustus_masked-ptg000693l-processed-gene-4.0	0
augustus_masked-ptg000735l-processed-gene-0.3	4
augustus_masked-ptg000746l-processed-gene-5.78	100
augustus_masked-ptg000762l-processed-gene-0.4	0
augustus_masked-ptg000794l-processed-gene-4.33	0
augustus_masked-ptg000803l-processed-gene-0.16	0
augustus_masked-ptg000830l-processed-gene-5.95	4
augustus_masked-ptg000857l-processed-gene-0.5	0
augustus_masked-ptg000907l-processed-gene-0.50	1
augustus_masked-ptg000912l-processed-gene-0.9	0
augustus_masked-ptg000969l-processed-gene-4.65	0
augustus_masked-ptg001093l-processed-gene-0.13	0
augustus_masked-ptg001262l-processed-gene-3.11	1
augustus_masked-ptg001304l-processed-gene-1.77	361
augustus_masked-ptg001309l-processed-gene-19.42	7
augustus_masked-ptg001393l-processed-gene-0.0	319
augustus_masked-ptg001547l-processed-gene-0.22	23
augustus_masked-ptg001666l-processed-gene-0.0	0
augustus_masked-ptg001774l-processed-gene-1.8	27
augustus_masked-ptg002109l-processed-gene-0.0	0
augustus_masked-ptg002137l-processed-gene-0.9	0
augustus_masked-ptg002338l-processed-gene-0.65	0
augustus_masked-ptg002386l-processed-gene-0.7	0
augustus_masked-ptg002576l-processed-gene-0.31	108
augustus_masked-ptg002748l-processed-gene-0.17	173
maker-ptg000001l-augustus-gene-0.7	9
maker-ptg000001l-augustus-gene-2.18	0
maker-ptg000001l-augustus-gene-2.21	82
